SpecID	Species	H01_Marshes_and_reeds	H02_Moist_grassland	H03_Mesic_grassland	H04_Dry_grassland	H05_Herbal_grasslands	H06_Rural_areas	H07_Open_ground	H08_Shrubs_and_heath	H09_Dry_bushland	H10_Mesic_bushland	H11_Forest_margins	H12_Woodlands	H13_Subalpine_shrubs	H14_Subalpine_grassland	H15_Alpine_rocks	H16_Ponds_and_streams	H17_Dunes_and_beaches	H18_Lowland_rocky_habitats	H19_Rocks_and_walls	H20_Domestic_habitats	H21_Caves	H22_Ants	U01_Bushes_and_trees	U02_Dense_vegetation	U03_Ground_and_vegetation	U04_Ground_dwelling	U05_Subterranean	U06_Diurnal	U07_Diurnal_and_nocturnal	U08_Nocturnal	U09_Spring	U10_Summer	U11_Winter	RemarksHabitat
S07770	Chorthippus (Glyptobothrus) chloroticus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07780	Chorthippus (Glyptobothrus) cialancensis	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07790	Chorthippus (Glyptobothrus) corsicus	-	-	-	x	x	x	x	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07800	Chorthippus (Glyptobothrus) crassiceps	-	-	x	x	x	x	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07810	Chorthippus (Glyptobothrus) dubius	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07820	Chorthippus (Glyptobothrus) eisentrauti	-	-	-	x	x	x	-	x	-	x	x	x	-	x	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07830	Chorthippus (Glyptobothrus) elbrusianus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07840	Chorthippus (Glyptobothrus) jacobsi	-	-	x	x	x	x	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S07850	Chorthippus (Glyptobothrus) jutlandica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07860	Chorthippus (Glyptobothrus) macrocerus	-	-	-	x	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	.
S07870	Chorthippus (Glyptobothrus) maritimus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07880	Chorthippus (Glyptobothrus) messinai	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07890	Chorthippus (Glyptobothrus) mollis	-	-	x	x	x	-	-	x	-	x	x	x	-	x	x	-	-	x	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07900	Chorthippus (Glyptobothrus) porphyropterus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07910	Chorthippus (Glyptobothrus) pulloides	-	-	x	x	x	-	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07920	Chorthippus (Glyptobothrus) pullus	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07930	Chorthippus (Glyptobothrus) reissingeri	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07940	Chorthippus (Glyptobothrus) rubratibialis	-	-	-	x	x	-	-	-	-	-	x	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07950	Chorthippus (Glyptobothrus) sampeyrensis	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07960	Chorthippus (Glyptobothrus) sangiorgii	-	-	x	x	x	-	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07970	Chorthippus (Glyptobothrus) saulcyi	-	-	-	x	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07980	Chorthippus (Glyptobothrus) trinacriae	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	x	-	-	-	x	-	.
S07990	Chorthippus (Glyptobothrus) vagans	-	-	-	x	x	x	-	x	-	-	x	x	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08000	Chorthippus (Glyptobothrus) willemsei	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	x	-	-	-	x	-	.
S08010	Chorthippus (Glyptobothrus) yersini	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08020	Chorthippus (NA) hirtus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08030	Chorthippus (NA) moreanus	-	-	x	x	x	-	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08040	Chorthippus (NA) nevadensis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08050	Chorthippus (NA) parnon	-	-	x	x	x	-	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08060	Gomphoceridius brevipennis	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08070	Gomphocerippus rufus	-	-	-	-	x	-	-	-	-	x	x	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08080	Gomphocerus sibiricus	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	x	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08090	Italohippus albicornis	-	-	-	-	x	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08100	Italohippus modestus	-	-	-	-	x	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08110	Italohippus monticola	-	-	-	-	x	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08120	Myrmeleotettix antennatus	-	-	-	x	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08130	Myrmeleotettix maculatus	-	-	-	x	-	-	-	x	-	-	-	-	-	x	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S08140	Myrmeleotettix pallidus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08150	Pseudochorthippus montanus	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08160	Pseudochorthippus parallelus	x	x	x	x	x	-	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08170	Pseudochorthippus tatrae	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08180	Stauroderus scalaris	-	-	x	x	x	-	-	-	-	-	-	-	x	x	-	-	-	x	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08190	Caucasippus rufipes	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08200	Ochrilidia harterti	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08210	Ochrilidia nuragica	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08220	Ochrilidia pruinosa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08230	Ochrilidia sicula	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	x	-	-	-	x	-	-	x	x	x	.
S08240	Ochrilidia tibialis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08250	Rammeihippus dinaricus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08260	Ramburiella (Palaeocesa) bolivari	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08270	Ramburiella (Palaeocesa) turcomana	-	-	-	x	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08280	Ramburiella (Ramburiella) hispanica	-	-	-	x	-	-	x	-	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08290	Omocestus (Dreuxius) antigai	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08300	Omocestus (Dreuxius) bolivari	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08310	Omocestus (Dreuxius) femoralis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08320	Omocestus (Dreuxius) minutissimus	-	-	-	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08330	Omocestus (Dreuxius) navasi	-	-	-	x	-	x	-	x	-	-	-	-	x	-	-	x	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08340	Omocestus (Dreuxius) uhagonii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08350	Omocestus (Omocestus) africanus 	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	-	-	.
S08360	Omocestus (Omocestus) defauti	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08370	Omocestus (Omocestus) haemorrhoidalis	-	-	x	x	x	-	-	-	-	-	-	-	-	x	x	-	x	x	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08380	Omocestus (Omocestus) lopadusae	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08390	Omocestus (Omocestus) minutus	-	-	-	x	-	-	x	-	x	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S08400	Omocestus (Omocestus) panteli	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08410	Omocestus (Omocestus) petraeus	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S08420	Omocestus (Omocestus) raymondi	-	-	-	x	-	-	-	-	-	-	x	x	-	-	x	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S08430	Omocestus (Omocestus) rufipes	-	-	x	x	x	x	-	-	x	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S08440	Omocestus (Omocestus) uvarovi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S08450	Omocestus (Omocestus) viridulus	x	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08460	Stenobothrus apenninus	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08470	Stenobothrus bolivarii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08480	Stenobothrus carbonarius	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08490	Stenobothrus caucasicus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08500	Stenobothrus clavatus	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08510	Stenobothrus cotticus	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08520	Stenobothrus crassipes	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08530	Stenobothrus croaticus	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08540	Stenobothrus eurasius	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08550	Stenobothrus festivus	-	-	-	x	-	x	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S08560	Stenobothrus fischeri	-	-	-	x	-	-	-	-	x	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S08570	Stenobothrus graecus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	x	-	-	-	x	-	.
S08580	Stenobothrus grammicus	-	-	-	x	-	-	-	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S08590	Stenobothrus lineatus	-	-	x	x	-	x	-	x	-	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08600	Stenobothrus miramae	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08610	Stenobothrus mistshenkoi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08620	Stenobothrus nigromaculatus	-	-	x	x	-	x	-	x	-	-	-	-	-	x	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08630	Stenobothrus posthumus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08640	Stenobothrus rubicundulus	-	-	-	x	-	-	-	-	-	-	-	-	x	x	x	-	-	x	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S08650	Stenobothrus stigmaticus	-	-	-	x	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08660	Stenobothrus ursulae	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08670	Bohemanella frigida	-	-	-	-	-	-	-	x	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08680	Chortopodisma cobellii	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08690	Cophopodisma iberica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08700	Cophopodisma pyrenaea	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08710	Epipodisma pedemontana	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S08720	Italopodisma acuminata	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08730	Italopodisma baccettii	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08740	Italopodisma costae	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08750	Italopodisma ebneri	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08760	Italopodisma fiscellana	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08770	Italopodisma lagrecai	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08780	Italopodisma lucianae	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08790	Italopodisma samnitica	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08800	Italopodisma trapezoidalis	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08810	Micropodisma koenigi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08820	Micropodisma salamandra	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08830	Micropodisma svanetica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08840	Miramella (Galvagniella) albanica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08850	Miramella (Kisella) alpina	-	x	x	-	x	-	-	-	-	-	x	x	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08860	Miramella (Kisella) carinthiaca	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08870	Miramella (Kisella) irena	-	-	-	-	x	-	-	-	-	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08880	Capraiuscola ebneri 	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08890	Nadigella formosanta	-	-	x	-	x	-	-	-	-	-	x	x	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08900	Odontopodisma acuminata	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08910	Odontopodisma albanica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08920	Odontopodisma carpathica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08930	Odontopodisma decipiens	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	x	-	-	-	x	-	.
S08940	Odontopodisma fallax	-	-	-	-	x	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08950	Odontopodisma montana	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S08960	Odontopodisma rubripes	-	-	-	-	x	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S08970	Odontopodisma schmidtii	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	x	-	.
S08980	Oropodisma chelmosi	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S08990	Oropodisma erymanthosi	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09000	Oropodisma karavica	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09010	Oropodisma kylinii	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09020	Oropodisma lagrecai	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09030	Oropodisma macedonica	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09040	Oropodisma parnassica	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09050	Oropodisma taygetosi	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09060	Oropodisma tymphrestosi	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09070	Oropodisma willemsei	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09080	Pachypodisma crassa	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09090	Pachypodisma lezgina	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09100	Peripodisma ceraunii	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09110	Peripodisma llofizii	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09120	Peripodisma tymphii	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09130	Podisma amedegnatoae	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09140	Podisma cantabricae	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09150	Podisma carpetana	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09160	Podisma dechambrei	-	-	-	-	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09170	Podisma eitschbergeri	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09180	Podisma emiliae	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09190	Podisma goidanichi	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09200	Podisma magdalenae	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09210	Podisma pedestris	-	-	-	x	-	-	-	x	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09220	Podisma ruffoi	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09230	Podisma satunini	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09240	Podisma silvestrii	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09250	Podisma teberdina	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09260	Podisma uvarovi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09270	Pseudopodisma fieberi	-	-	x	-	x	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S09280	Pseudopodisma nagyi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09290	Pseudopodisma transilvanica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09300	Pseudoprumna baldensis	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09310	Zubovskya banatica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09320	Acrotylus fischeri	-	-	x	x	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S09330	Acrotylus insubricus	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
